country_code,country,year,gdp_per_capita,real_gdp_growth,inflation_rate,compulsory_education_years,population_65_plus_pct,fertility_rate,unemployment_rate,government_expenditure_pct_gdp,government_revenue_pct_gdp,gdp_deflator_inflation,current_account_pct_gdp,age_dependency_ratio,gross_capital_formation_pct_gdp,total_reserves_months_imports,savings_pct_gdp,exports_pct_gdp
AFG,Afghanistan,2024,523.7759932377585,2.263628969645045,-6.60118564073725,9.0,2.400970026561,4.761,13.687,43.12600853049985,10.64628689991835,3.3691462233344,-18.9559612272258,82.7768483158234,14.146241192973651,10.7026948461815,-2.73776944122657,15.5974704590686
AFG,Afghanistan,2025,523.7759932377585,2.263628969645045,4.67399603536344,9.0,2.35653566515757,5.433,13.351,43.12600853049985,10.64628689991835,3.3691462233344,-18.9559612272258,91.2936186853936,14.146241192973651,10.7026948461815,-2.73776944122657,15.5974704590686
ALB,Albania,2010,4149.14469936847,2.97315442681247,3.62710091517479,8.0,10.9200550479108,1.653,14.086,24.1215753414946,24.6450574935065,4.12744389120799,-11.2157643683259,48.4034139161967,32.4926226328977,4.8554561047298,21.2891917139475,27.6099296701047
ALB,Albania,2011,4465.70914328865,2.46351683915714,3.42807130141501,8.0,11.2281830971209,1.677,13.481,22.8639005918422,23.7474245414303,1.69479180198789,-12.8503659661776,47.3939165172533,33.8376091539876,4.23201039801392,21.0084990062422,29.0544738022633
ALB,Albania,2012,4280.93316338873,0.984129880204108,2.03159268395296,9.0,11.5093140765442,1.719,13.376,23.1453646987216,23.1887422981373,0.226739790649205,-10.2612568930744,46.6305614201807,29.7150278852687,5.04393065477355,19.4558040818982,29.1107709360814
ALB,Albania,2013,4542.92903556739,1.7072283175406,1.93762080205223,9.0,11.8201351814959,1.741,15.866,24.1215753414946,22.2687627274835,0.352563785277709,-9.25914166645898,46.2294891341532,29.0566378899977,5.40303177852843,19.8247185146139,28.8694020076469
ALB,Albania,2014,4793.59751131525,2.24022695382642,1.62586504402613,9.0,12.1667692065035,1.721,18.055,24.257646662903,24.3993490170592,1.44342053888136,-10.7201496577808,46.0990797197022,28.3047822758213,4.87320220304283,17.5466913828721,28.0683434875498
ALB,Albania,2015,4199.53912925398,2.2277040745779,1.89617402592356,9.0,12.5431065412926,1.631,17.193,24.2686000374049,24.5584536023957,0.771576290611591,-8.5423750766982,46.063682495576,27.8134648405134,7.03758370063153,19.2804482447531,27.0693224620319
ALB,Albania,2016,4457.63412207495,3.90893551362245,1.27543168367423,9.0,12.9202121629827,1.555,15.418,23.7020106412118,24.0204329650426,-0.864265221201691,-7.51011690016649,46.0418641879175,26.814346013014,6.54350256672646,19.3200538383653,28.6697931741608
ALB,Albania,2017,5006.36012951959,3.28317593330073,1.98666133171194,9.0,13.3053911120274,1.486,13.616,23.4381629574962,25.270139390791,2.72506918540461,-7.40849329663264,46.1747781810153,27.657593194662,6.57489520485402,20.3725710158265,31.0017957888583
